event_id,sport_key,sport_title,commence_time,completed,home_team,away_team,home_score,away_score,last_update
0e4e58efa53349aa337ec564fc2d9a4d,soccer_brazil_campeonato,Brazil Série A,2024-11-10T00:00:00Z,False,Sao Paulo,Atletico Paranaense,,,
8236c938130428f0fcdf7651f4112040,soccer_epl,EPL,2024-11-02T12:30:00Z,False,Newcastle United,Arsenal,,,
42d364b23cebe611d8b2a4826d18c656,soccer_epl,EPL,2024-11-02T15:00:00Z,False,Bournemouth,Manchester City,,,
30ca05711e870ca4a63c595c6bf48a31,soccer_epl,EPL,2024-11-02T15:00:00Z,False,Liverpool,Brighton and Hove Albion,,,
eedffe4c584ccce0bffa0839c970e2ff,soccer_epl,EPL,2024-11-02T15:00:00Z,False,Southampton,Everton,,,
cab69771b6a55464fb28a4988d195460,soccer_epl,EPL,2024-11-02T15:00:00Z,False,Ipswich Town,Leicester City,,,
a76214c449878075c021fae3f6098cb7,soccer_epl,EPL,2024-11-02T15:00:00Z,False,Nottingham Forest,West Ham United,,,
a82dbc3e753fc2917e493037abec0759,soccer_epl,EPL,2024-11-02T17:30:00Z,False,Wolverhampton Wanderers,Crystal Palace,,,
d7d17a7b0d52d798dd86ac09d6833189,soccer_epl,EPL,2024-11-03T14:00:00Z,False,Tottenham Hotspur,Aston Villa,,,
f4775f5074f79f71cbbddc74d64e9310,soccer_epl,EPL,2024-11-03T16:30:00Z,False,Manchester United,Chelsea,,,
d88661598c60f48c270f324216c141c1,soccer_epl,EPL,2024-11-04T20:00:00Z,False,Fulham,Brentford,,,
9e0c99af94ab830a4d5729388bd2398b,soccer_epl,EPL,2024-11-09T15:00:00Z,False,Brentford,Bournemouth,,,
34d18475af0092cf26ea5b79931b0b76,soccer_epl,EPL,2024-11-09T15:00:00Z,False,Crystal Palace,Fulham,,,
81bc91dc843f0d5c10d5430e55084a30,soccer_epl,EPL,2024-11-09T15:00:00Z,False,West Ham United,Everton,,,
b635f72617dfb46951c5a580009a7155,soccer_epl,EPL,2024-11-09T15:00:00Z,False,Wolverhampton Wanderers,Southampton,,,
bdf11c0fed7acde852f8c9971600caaa,soccer_epl,EPL,2024-11-09T17:30:00Z,False,Brighton and Hove Albion,Manchester City,,,
79dc2babfbe037e8dd784c222582b471,soccer_epl,EPL,2024-11-09T20:00:00Z,False,Liverpool,Aston Villa,,,
549097d6b12f2d6e2a02a10a3d30e4c2,soccer_epl,EPL,2024-11-10T14:00:00Z,False,Tottenham Hotspur,Ipswich Town,,,
c82f0070fd6c6be3dd27daad787fe945,soccer_epl,EPL,2024-11-10T14:00:00Z,False,Manchester United,Leicester City,,,
c523f2491a96d7d0784be90aac1d36d1,soccer_epl,EPL,2024-11-10T14:00:00Z,False,Nottingham Forest,Newcastle United,,,
2c2dbd0a6bd84bab7a8e9b53c97bfeba,soccer_epl,EPL,2024-11-10T16:30:00Z,False,Chelsea,Arsenal,,,
33f9761526a020beb8d9eae0fe9bf71b,soccer_germany_bundesliga,Bundesliga - Germany,2024-11-01T19:30:00Z,False,Bayer Leverkusen,VfB Stuttgart,,,
26b4de91ddb634570748902ffdefd8ab,soccer_germany_bundesliga,Bundesliga - Germany,2024-11-02T14:30:00Z,False,Holstein Kiel,1. FC Heidenheim,,,
7741c6613271b217b6975d0d02e31c59,soccer_germany_bundesliga,Bundesliga - Germany,2024-11-02T14:30:00Z,False,VfL Wolfsburg,Augsburg,,,
bc8a24e1838088834ae9219e6dc543b2,soccer_germany_bundesliga,Bundesliga - Germany,2024-11-02T14:30:00Z,False,Bayern Munich,Union Berlin,,,
3ef51228450ad995ea60125ed6e1cadb,soccer_germany_bundesliga,Bundesliga - Germany,2024-11-02T14:30:00Z,False,Eintracht Frankfurt,VfL Bochum,,,
354ba8dfcfd5401d0448a9466da38d61,soccer_germany_bundesliga,Bundesliga - Germany,2024-11-02T14:30:00Z,False,TSG Hoffenheim,FC St. Pauli,,,
c66608574ae3295e53d74f840eaf62fc,soccer_germany_bundesliga,Bundesliga - Germany,2024-11-02T17:30:00Z,False,Borussia Dortmund,RB Leipzig,,,
414ff0630d2d6e936c711a9ccc7e78ac,soccer_germany_bundesliga,Bundesliga - Germany,2024-11-03T14:30:00Z,False,SC Freiburg,FSV Mainz 05,,,
b8ff2341742352b058f70fa28c70d5cb,soccer_germany_bundesliga,Bundesliga - Germany,2024-11-03T16:30:00Z,False,Borussia Monchengladbach,Werder Bremen,,,
62bf1a9ecc11882cd444df0af7914c08,soccer_germany_bundesliga,Bundesliga - Germany,2024-11-08T19:30:00Z,False,Union Berlin,SC Freiburg,,,
1b14f6c7ee70d32ca66cd212707fa914,soccer_germany_bundesliga,Bundesliga - Germany,2024-11-09T14:30:00Z,False,VfL Bochum,Bayer Leverkusen,,,
81e6d02235d43bd1f9c369f7aae8a195,soccer_germany_bundesliga,Bundesliga - Germany,2024-11-09T14:30:00Z,False,FC St. Pauli,Bayern Munich,,,
7d2436836a5d91c75fedeef3e7cba476,soccer_germany_bundesliga,Bundesliga - Germany,2024-11-09T14:30:00Z,False,FSV Mainz 05,Borussia Dortmund,,,
fe39a2051b215498e7c7b6016401fe17,soccer_germany_bundesliga,Bundesliga - Germany,2024-11-09T14:30:00Z,False,Werder Bremen,Holstein Kiel,,,
3569285da848fd01ca3e24ca44d65855,soccer_germany_bundesliga,Bundesliga - Germany,2024-11-09T17:30:00Z,False,RB Leipzig,Borussia Monchengladbach,,,
84965bff19bed960e69f15abb2addafb,soccer_germany_bundesliga,Bundesliga - Germany,2024-11-10T14:30:00Z,False,Augsburg,TSG Hoffenheim,,,
55f17f9e0bbc0abe778e37278397635f,soccer_germany_bundesliga,Bundesliga - Germany,2024-11-10T16:30:00Z,False,VfB Stuttgart,Eintracht Frankfurt,,,
dfd22eec4b50cd56f094d6f25a579377,soccer_germany_bundesliga,Bundesliga - Germany,2024-11-10T18:30:00Z,False,1. FC Heidenheim,VfL Wolfsburg,,,
550047acb2c84083ae01061471271763,soccer_mexico_ligamx,Liga MX,2024-11-02T01:00:00Z,False,Querétaro,FC Juárez,,,
0070689358ff9320c54eb465cca376e3,soccer_mexico_ligamx,Liga MX,2024-11-02T03:00:00Z,False,Mazatlán FC,América,,,
e4245e3ade7fd92bf1c6e60648a683da,soccer_mexico_ligamx,Liga MX,2024-11-02T03:05:00Z,False,Tijuana,Tigres,,,
b2b64936b101e7f12be2e35d997550b3,soccer_mexico_ligamx,Liga MX,2024-11-02T23:00:00Z,False,Atlético San Luis,Puebla,,,
efea2412303a464e7ac4f3eda2493259,soccer_mexico_ligamx,Liga MX,2024-11-02T23:00:00Z,False,Toluca,León,,,
bff955e86ab017884c6e390f6b8dd128,soccer_mexico_ligamx,Liga MX,2024-11-03T01:05:00Z,False,Monterrey,Atlas,,,
fd7572be10c1c538462b74eb5761a8a1,soccer_mexico_ligamx,Liga MX,2024-11-03T01:05:00Z,False,Guadalajara,Pumas,,,
3df87691696b246ce8267d90c1e9e646,soccer_mexico_ligamx,Liga MX,2024-11-03T03:00:00Z,False,Pachuca,Necaxa,,,
0d7e69c2890427a2451a1694c312b37b,soccer_mexico_ligamx,Liga MX,2024-11-03T03:10:00Z,False,Cruz Azul,Santos Laguna,,,
5406bdb3646a43ab2a3496b6f426ef63,soccer_usa_mls,MLS,2024-10-28T22:55:00Z,True,FC Cincinnati,New York City FC,1,0,2024-10-30T08:08:38Z
14e630794ca07aed6efa4a370f3e12c0,soccer_usa_mls,MLS,2024-10-29T01:00:00Z,True,Seattle Sounders FC,Houston Dynamo,0,0,2024-10-30T08:08:38Z
2ee400e3fcb94bf2e28ac80937bd6080,soccer_usa_mls,MLS,2024-10-29T22:45:00Z,True,Columbus Crew SC,New York Red Bulls,0,1,2024-10-30T08:08:38Z
b38e41eb1cefec838b666af9dbde8a97,soccer_usa_mls,MLS,2024-10-30T00:50:00Z,True,Real Salt Lake,Minnesota United FC,0,0,2024-10-30T08:08:38Z
5f2e53ee2ba3f7c8b9382d138a44fed4,soccer_usa_mls,MLS,2024-11-01T23:30:00Z,False,Charlotte FC,Orlando City SC,,,
15463c225d9c4cf5c1e0aedd28cf3572,soccer_usa_mls,MLS,2024-11-02T01:30:00Z,False,Colorado Rapids,LA Galaxy,,,
7282424fcc67cee7052d26b392397120,soccer_usa_mls,MLS,2024-11-02T21:10:00Z,False,New York City FC,FC Cincinnati,,,
5ef5e49a6813585a867387b94052973e,soccer_usa_mls,MLS,2024-11-02T23:00:00Z,False,Atlanta United FC,Inter Miami CF,,,
5bf716cdfa622e3751237268320c801a,soccer_usa_mls,MLS,2024-11-03T01:10:00Z,False,Minnesota United FC,Real Salt Lake,,,
fed0a5dd8225c4111b6fe6c8b8f42549,soccer_usa_mls,MLS,2024-11-03T21:40:00Z,False,New York Red Bulls,Columbus Crew SC,,,
f45cdf5ed60bda9ad61f30e60c4b100e,soccer_usa_mls,MLS,2024-11-03T23:40:00Z,False,Houston Dynamo,Seattle Sounders FC,,,
561ff595061b95a23d8a0d1d09211436,soccer_usa_mls,MLS,2024-11-04T01:55:00Z,False,Vancouver Whitecaps FC,Los Angeles FC,,,
